Participant ID,Q. 1 In which industry have you been primarily employed-Please choose one of the following answers.,In which industry have you been primarily employed-Please choose one of the following answers. [Other],Q 2. What is the highest qualification you hold-Please choose one of the following answers.,What is the highest qualification you hold-Please choose one of the following answers. [Other],Q. 3 What is the institution where you completed your highest qualification- Please enter in the text box below.,Q. 4 When did you receive your highest qualification-Please enter the year in the box below.,Q. 5 How many years have you worked in your profession-Please choose one of the following answers.,"Q. 6 What is the country and state of your organisation-
Please enter in the text box below.",Q. 7 In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],Q. 8 In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],Q. 9 In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],Q. 10 In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],Q. 11 In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],"Q. 12 Do any reference materials directly influence the concepts and terminology of your publications or reports-
Please select yes or no. Please name your most influential reference material in the comment section.","Q. 13 If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","Q. 14 If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []",Q. 15 Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Q. 16 Do you provide meaningful definitions for key terms in your publications and/or datasets-Please choose one of the following answers.,Q. 17 Do other archaeologists provide meaningful definitions for key terms in their publications and/or datasets-Please choose one of the following answers.,"Q. 18 Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I use a well-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I borrow from a well-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I use a less-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I borrow from a less-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I create new recording systems]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I inherit recording systems from an unknown source]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [Other]","Q. 19 If you answered the above question, and you borrow or adapt an existing system, please specify which system.",Q. 20 What working environments have most influenced the development of your concepts and terminology- [Ranking 1],What working environments have most influenced the development of your concepts and terminology- [Ranking 2],What working environments have most influenced the development of your concepts and terminology- [Ranking 3],What working environments have most influenced the development of your concepts and terminology- [Ranking 4],What working environments have most influenced the development of your concepts and terminology- [Ranking 5],What working environments have most influenced the development of your concepts and terminology- [Ranking 6],What working environments have most influenced the development of your concepts and terminology- [Ranking 7],"Q. 21 If you included ""other"", please specify.",Q. 22 What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 1],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 2],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 3],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 4],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 5],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 6],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 7],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 8],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 9],"Q. 23 If you included ""other"", please specify.",Q. 24 Do you think there is a lack of standardised vocabulary in archaeological literature/reports-Please choose one of the following answers.,"Q. 25 If you answered yes to the question above, how serious would you consider the impact of the lack of standardisation on archaeology as a discipline-
If you did not answer yes to the question above, please select 'no answer.'
Optional: can you think of a specific example where a lack of standardisation has been a significant issue- Please enter in comment section.","If you answered yes to the question above, how serious would you consider the impact of the lack of standardisation on archaeology as a discipline-
If you did not answer yes to the question above, please select 'no answer.'
Optional: can you think of a specific example where a lack of standardisation has been a significant issue- Please enter in comment section. - comment",Q. 26 Are you willing to compromise over the use of terms and concepts in your own practice to achieve a reconciliation of terms-,Are you willing to compromise over the use of terms and concepts in your own practice to achieve a reconciliation of terms- - comment,"Q. 27 To what extent would you consider your own lexicon to be part of a wider, accepted vocabulary within your sub-discipline(s)-
Please choose one of the following answers.",Q. 28 Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],"Q. 29 Please describe in a few words an example where a disagreement over the definition of a term had a significant impact on research, analysis, or understanding. Please name the term, and provide a brief description. Leave blank if not applicable.","Q. 30 How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your chronological period(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your methodological practice(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your sub-discipline(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [Outside your sub-discipline(s)-]","Q. 31 When I work with other colleagues, I have to learn new terms to fit in with their workflow.Please choose one of the following answers.","Q. 32 A Please select your stance on the following statements.
Please choose one of the following answers for each statement. [I think that archaeologists across all sub-disciplines share common core concepts and terminology.]","Q. 32 B Please select your stance on the following statements.
Please choose one of the following answers for each statement. [When I read archaeological literature across all sub-disciplines, I see a commonly shared bank of concepts and terminology.]","Q. 32 C Please select your stance on the following statements.
Please choose one of the following answers for each statement. [I think that archaeologists in my sub-discipline(s) share common core concepts and terminology.]","Q. 32 D Please select your stance on the following statements.
Please choose one of the following answers for each statement. [When I read archaeological literature in my sub-discipline(s), I see a commonly shared bank of concepts and terminology.]",Q. 33 What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],Q. 34 When does the standardisation of terminology become most important-Please choose one of the following answers.,When does the standardisation of terminology become most important-Please choose one of the following answers. [Other],"Q. 35 Thank you for participating in our survey. If you have any further comments please enter them in comment box below. If you wish for a reply, further information or to be updated on the progress of this project, please leave an email address. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,I am still studying,,Bachelors,,University of Western Australia,2012,I am currently studying.,"Western Australia, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,University,,Doctorate,,Sydney University,2010,1-5,"New South Wales, Australia",Yemen,,,First millennium BCE,,,Near Eastern (West Asian),,,excavation,,,,,"stone, bronze, figurines",,,,,,,,,,,n/a,,,,,,,,,,Always,,No,No,No,No,No,No,,,Individual Research,Fieldwork,Institutional Training,,,,,,Monographs,Journal Articles,Textbooks,Handbooks,,,,,,,, ,,Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Miniature,,,,,The definition of miniature is often assumed not argued for resulting in confused use of the term in publications and in field work reports so that vessels are haphazardly defined as miniature or not.,No answer,Sometimes,No answer,No answer,Sometimes,,,,,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,University,,Doctorate,,University of Sydney,1996,20+,"New South Wales, Australia","Sydney and region, Australia",,,Early Colonial Australia,,,Historical Archaeology,,,Surface survey,,,,,Urban sites,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Government Institution,,Masters,,Flinders University,2003,6-10,"New South Wales, Australia.",New South Wales ,,,1600 onwards.,,,historical archaeology,,,archaeological assessment,Heritage legislation,Archaeological report writting,,,"None - i'm a generalist over all aspects of historical archaeology site types/artefacts, not an expert.",,,,,Yes,NSW Heritage Act Legislation,The Burra Charter,NSW Heritage Council Guidelines.,,,NSW Heritage Act Legislation,NSW Heritage Council Guidelines,,,,,,,,,Always,Sometimes,No,No,No,No,No,No,,,Government Institution,Professional Mentor,Institutional Training,,,,,,Other,,,,,,,,,Professional Guidelines,Yes,Major,Archaeological Potential vs Archaeological Significance,No,I work in government - the terms I use are fixed and defined by Legislation and can not be changed (easily).,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",See Answer to Question 25.,,,,,"It didn't overly because I made them change their report to the NSW Heritage Council preferred term. They weren't happy, but I was.",Often,No answer,Often,No answer,Rarely,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,NSW Heritage Act defnitions,NSW Heritage Council Guidelines,The Burra Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,University,,Doctorate,,University of Gothenburg,1975,20+,"Victoria, Australia",South East Australia,Cyprus,,Late Pleistocene Australia,Holocene Australia,Bronze Age Mediterranean,"Indigenous archaeology in Australia, ceramic analysis, settlement archaeology, method and theory, site formation processes",,,"excavation, stratigraphy, ceramics, publication ",,,,,"shell middens, rock shelters, pottery, architecture",,,,,Yes,"Carver, M.O.H. 2009. Archaeological Investigation, Routledge, London; Barker, P. 1993. Techniques of Archaeological Excavation, Batsford, London; Booth, W.C., G.G. Colomb and J.M. Williams 2008. The Craft of Research. University of Chicago Press,","Joukowsky, M. 1980. A Complete Manual of Field Archaeology: Tools and Techniques of Field Work for Archaeologists, Prentice-Hall, Englewood Cliffs; Roskams, S. 2001. Excavation. Cambridge University Press, Cambridge.","Clarke, D.L. 1978. Analytical Archaeology, Columbia University Press, New York; Connah, G. (ed.) 1983. Australian Field Archaeology: a Guide to Techniques, Australian Institute of Aboriginal Studies, Canberra; Shennan, S. 1997. Quantifying Archaeology, Edinburgh University Press, Edinburgh. ","Gardin, J.-C. 1980. Archaeological Constructs: an Aspect of Theoretical Archaeology, Cambridge University Press, Cambridge; Hodder, I. 2000. Theory and Practice in Archaeology, Routledge, London; ","Lucas, G. 2001. Critical Approaches to Fieldwork: Contemporary and Historical Archaeological Practice, Routledge, London; Pavel, C. 2010. Describing and Interpreting the Past. European and American Approaches to the Written Record of the Excavation. Editura Universit__ii din Bucure_ti, Bucharest; Rice, P.M. 1987. Pottery Analysis: a Sourcebook, University of Chicago Press, Chicago; Schiffer, M.B. 1976. Behavioral Archeology, Academic Press, New York; Wheeler, M. 1954. Archaeology from the Earth, Clarendon Press, Oxford. ","Banning, E.B. 2000. The Archaeologists Laboratory: the Analysis of Archaeological Data, Kluwer Academic / Plenum Publishers, New York.","Carver, M.O.H. 2009. Archaeological Investigation, Routledge, London.","Barker, P. 1993. Techniques of Archaeological Excavation, Batsford, London.","Roskams, S. 2001. Excavation. Cambridge University Press, Cambridge.",plus all lisated above and several dozen others,"Yes, of course. ",,,,,Always,Sometimes,No,No,No,No,Yes,No,,,Fieldwork,Individual Research,,,,,,,Monographs,Reports,Journal Articles,Handbooks,Textbooks,,,,,,Yes,Minor,,No,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Moderately Agree,Moderately Agree,major published site reports and monographs,,,At data creation,,"Many of the questions are far too simplistic and cannot address the evolvingf subtleties of archaeological method, theory and practice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,University,,Doctorate,,Harvard University,1991,20+,"Victoria, Australia",Arid Australia,"Rift Valley, Africa",,Pleistocene ,,,Indigenous,,,Landscape archaeology,Surface survey,Excavation,Stone Artefact analysis,,Stone artefacts,,,,,,,,,,,"Holdaway, S. and Stern, N. 2004 A Reord in Stone (book & CD)","Clarkson, C. 2005 Lithics in the Land of the Lightning Brothers (book/e-book)","Andrefsky, 2005 Lithics (book)",,,"McCarthy, F.D. 1967 Australian Aboriginal Stone Implements",,,,,Often,Sometimes,No,No,No,No,Yes,No,,,Institutional Training,Fieldwork,Individual Research,,,,,,Textbooks,Journal Articles,,,,,,,,NB the above in combination,Yes,Minor,Standardized terminology is not needed (except for archiving data bases for universal storage/access) - on the proviso that terms are defined and the rationale for their use is explained,Not sure,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",flaked pieces,,,,,flaked pieces,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Government Institution,,Masters,,"University of Southampton, UK",2007,11-15,"New South Wales, Australia",Southeast Asia,"New South Wales, Australia","Queensland, Australia",Historical,,,"Maritime, Historical, Industrial, cultural heritage management, outreach and education",,,"excavation, remote sensing, survey, teaching",,,,,"shipwrecks, maritime infrastructure, maritime cultural landscapes, submerged landscapes ",,,,,Yes,"Steffy, R. (1994), Wooden Ship Building and the Interpretation of Shipwrecks, Texas A&M University Press: College Station.","Steffy, R. (2011) Illustrated Glossary of Boat and Ship Terms, in The Oxford Handbook of Maritime Archaeology  edited by Alexis Catsambis, Ben Ford, Donny L. Hamilton, Oxford University Press: Oxford ","McGrail, S. (2004) Boats of the World: From the Stone Age to Medieval Times, Oxford University Press: Oxford","Barnard, J (2008), Jetties and Piers: A background history of maritime infrastructure in Victoria, Heritage Council of Victoria: Melbourne",,"McGrail, S. (2004) Boats of the World: From the Stone Age to Medieval Times, Oxford University Press: Oxford","Muckelroy, K. (1978), Maritime Archaeology, Cambridge University Press: Cambridge","Robinson, W. (1998), First Aid for Underwater Finds, Nautical Archaeology Society: Portsmouth","Nelson Curryer, B. (1999), Anchors: An Illustrated History, Chatham Publishing: London","Steffy, R. (1994), Wooden Ship Building and the Interpretation of Shipwrecks, Texas A&M University Press: College Station.",,,,,,Always,Sometimes,Yes,No,No,No,No,No,,"Institute for Archaeologists, UK",Institutional Training,Professional Mentor,Government Institution,Fieldwork,Individual Research,Organisation/Company,Other,Other individuals' research,Recording Forms,Workshops,Textbooks,Handbooks,Journal Articles,Reports,Monographs,Conference Papers,Other,Grey literature i.e. other individuals' research,Yes,Major,"leads to conflicting results, misinterpretation and reporting that is unable to be duplicated/reverse engineered",Yes,As long as the terms achieved following compromise are accurate,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",'Stringer' it is a term used to describe a timber used in ship construction to provide longitudinal stability. Another archaeologist was using it to describe timber jetty support which is incorrect,,,,,"Stringer - as above. Reduced the credibility of the author, the study and the overall results.",Rarely,Rarely,Sometimes,Sometimes,Sometimes,Moderately Agree,Moderately Agree,Agree,Agree,"Steffy, R.  (2011), Illustrated Glossary of Ship and Boat Terms in The Oxford Handbook of Maritime Archaeology: Oxford University Press: Oxford.","McGrail, S. (2004), Boats of the World From Stone Age to Medieval Times, Oxford University Press: Oxford.",Refer earlier comments,At data creation,,"In Australia, a standardised reporting and recording system and vocabulary is urgently needed. Likewise an online repository for archaeological data is required. More importantly a  mandate that requires all the documentary and cultural archive to be deposited and publically available is also require. I applaud the FAIMS project, however feel that this may not be fully utilised/the benefits fully realised unless the Government heritage agencies (C'wealth included) are on board with the project and specify use of the FAIMS repository as part of the consent conditions therefore obliging archaeologists to use FAIMS as occurs with EH/ADS in the UK. Happy to discuss: sarah@archaeomar.com ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Government Institution,,Honours,,University of New England - Armidale,1995,16-20,"Queensland, Australia","New South Wales, Australia",,,,European Contact and Post-Contact period Archaeology (Aboriginal and Historical),,"Historical archaeology  and Cultural Heritage Management, Public Archaeology ",,,"Stragetic planning - Archaeological Management Plans, Zoning Plans, Research Designs, Public Archaeology programs, Interpretation",,,,,Expert in interpreting archaeological stories/ artefacts/objects in public displays.,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Heritage Management,,Doctorate,,The Australian National University,2008,20+,"New South Wales, Australia",south-eastern Australia,,,Holocene,contemporary,,cultural heritage management,Indigenous (Australia),community enagement,surface survey,excavation,analysis of molluscan remains,consultation with Indigenous Australians,,shell middens,linkages between natural and cultural environment,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,, ,, ,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Government Institution,,Honours,,University of New England - Armidale,1995,16-20,"New South Wales, Australia","New South Wales, Australia",,,Contact period Aboriginal and non-Aboriginal Archaeology and post-contact non-Aboriginal archaeology,,,"Public Archaeology, Historical Archaeology, Cultural Heritage Management.",,,"Interpretation of archaeology in public displays, archaeological management plans, archaeological assessments",,,,,post-contact historical archaeological sites and their artefact yields.,,,,,Yes,"Jameson, John. H. Jr  1997. Presenting Archaeology to the Public: Digging for Truths. AltaMira Press. USA.","Marquis-Kyle, Peter and Walker, Meredith. 2004. The Illustrated Burra Charter: Good Practice for Heritage Places. Australia ICOMOS",United Nations. 1987. Report of the World Commission on Environment and Development:Our Common Future. Oxford University Press.,Heritage Branch. Department of Planning. 2009. Assessing Significance for Historical Archaeological Sites and 'Relics'. NSW Department of Planning.,,Heritage Office. Department of Urban Affairs and Planning. 1996. Archaeological Asssessments: Archaeological Assessment Guidelines. NSW Department of Urban Affairs and Planning.,"Marquis-Kyle, Peter and Walker, Meredith. 2004. The Illustrated Burra Charter: Good Practice for Heritage Places. Australia ICOMOS",Heritage Branch. Department of Planning. 2009. Assessing Significance for Historical Archaeological Sites and 'Relics'. NSW Department of Planning.,"NSW.l Department of Environment, Climate Change and Water. 2010. Due Diligence Code of Practice for the Protection of Aboriginal Objects in New South Wales. NSW Department of Environment, Climate Change & Water.",,n/a,,,,,Often,Sometimes,No,No,No,No,No,No,,,,,,,,,,work colleagues - informal discussion with friends in the same field,,,,,,,,,,"Government Publications - set legislative requirements, definitions for cultural heritage management.",Yes,Major,"databases for recording archaeological excavation results, including analysis of artefacts.",Yes,"Yes, for sure.","Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Archaeological Potential verses Archaeological Significance.  People get very confused about the difference between the two.,,,,,Clients and some colleagues become very confused between an assessment of a site having 'archaeological potential' verses a site that has 'archaeological significance'.  They think that both mean the same thing and using clearly defined government definitions (publications) doesn't always help.  Can lead to re-writing sections of reports to be VERY clear.,No answer,Sometimes,Sometimes,Sometimes,Sometimes,Disagree,Disagree,Moderately Agree,Moderately Agree,NSW Heritage Manual - NSW Heritage Branch. Dept. of Planning.,Illustrated Burra Charter - Australia,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,University,,Doctorate,,The Australian National University,2001,16-20,"South Australian, Australia","Northwest Queensland, Australia","South Australia, Australia","The Kimberley, Australia",Pleistocene,Holocene,,Indigenous,Cultural Heritage Management,Archaeological Science,Excavation,Surface Survey,Archaeobotany,Lithic analysis,Geophysics,Lithics,rock art,rock shelters,shell middens,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,University,,Doctorate,,University of Pennsylvania,1991,20+,New Zealand,Australia Egypt New Zealand,,,Holocene,,,,,,GIS landscape,,,,,lithics,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Heritage Management,,Doctorate,,"University of Stockholm, Sweden",1976,20+,"Queensland, Australia","New South Wales, Australia",,,"Late Holocene, Neolithic",,," Indigenous, Historical,  Cultural Heritage Management",,,"excavation, surface survey, lithic analysis",,,,,"lithics, rock shelters, shell middens, burials",,,,,No,,,,,,,,,,,,,,,,Often,Sometimes,No,No,No,No,No,No,Depends on research type,,Professional Mentor,Fieldwork,Individual Research,,,,,,Handbooks,Workshops,Monographs,,,,,,,,Yes,Minor,Depends on clarity of definitions provided,Yes,"Yes, but with explanation and definitions","Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Bondaian,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Manual relating to research type,,,At data analysis,,lhaglund@ozemail.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Heritage Management,,Honours,,University of Western Australia,2005,6-10,"Western Australia, Australia","Murchison, Australia","Pilbara, Australia",,Late Holocene,,,Indigenous,Cultural Heritage Management,,Surface Survey,,,,,Lithics,,,,,Yes,"Sullivan and Rozen (1985) 'Debitage analysis and archaeological interpretation', American Antiquity,",Bowdler (1984) 'Archaeological significance as a mutable quality'. Site surveys and significance assessment in Australian archaeology,,,,"Holdaway, S & Stern, N (2004), A record in stone: The study of Australia's flaked stone artefacts",,,,,,,,,,Often,Often,No,Yes,No,Yes,No,No,,,Professional Mentor,Fieldwork,Organisation/Company,Government Institution,Individual Research,Institutional Training,,,Recording Forms,Handbooks,Textbooks,Workshops,Journal Articles,Reports,Monographs,Conference Papers,,,Yes,Minor,"Heritage consultants in Western Australia produce large data sets each year. While many concepts are shared, terminologies can be troublesome. Harnessing the value of these data sets in research is made problematic, but not impossible, because of a lack of standardisation.",Yes,So long as I share the same goal I don't mind compromising. E.g. If the goal is to characterise a stone artefact assemblage I am happy to record orientated and/ or maximum dimensions.,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Never,Rarely,Rarely,Rarely,Sometimes,Agree,Agree,Agree,Agree,Too many to write here!,,,At data creation,,"I found many of the questions to be a bit difficult to answer. For instance, the question asking which texts I most commonly use to define concepts a) felt like a repition of previous questions, and b) I use a LOT of references on a regular basis for different terms. Other questions needed drop down menus to standardise your responces (e.g. the state you work in). That said, I think your research sounds fascinating and important. So, good luck!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,University,,Doctorate,,Harvard University,1982,20+,Pennsylvania United States of America,,Cyprus,,Iron Age to Roman Periods,,,Art History,,,"Excavation, artifact analysis, ceramic typology.",,,,,Iron Age Near Eastern urban centers.,,,,,,,,,,,"Hunt, D. 1992 Footprints in Cyprus","Renfrew, C. 1985, 2005, Archaeology of Cult","Zevit, Z. The Religions of Ancient israel","Gaber, 2008, The History of History (Near Eastern Archaeology)",,"Mazar, A. 1991 Archaeology of Israel",,,,,Often,Sometimes,No,No,No,No,No,No,I use a well-established system developed int eh 1970's on this site.,Joint American Expedition to Idalion,Fieldwork,Individual Research,Professional Mentor,,,,,,Other,Workshops,Conference Papers,,,,,,,Working with other people.,Yes,Minor,,Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",Sealed locus,,,,,"The scholar I was trying to communicate with kept saying ""you mean a 'clean context'?"" So I asked him to explain what he meant. He said he doesn't know if he has a ""clean context"" until he is months out of the field when he has a ceramicist come and look at his pottery. If she dates it all the same he designates the locus a ""clean context.""
We define the locus by the stratification and read the pottery on site. It's  defined by the stratification and the date results from ceramic analysis, not vice versa.",Sometimes,Rarely,Rarely,Sometimes,Never,Strongly Agree,Agree,Agree,Agree,My own work.,Dever and Lance 1978 Manual of Archaeological Field Work,,At publication,,In general this survey seemed to me to apply to scholars far more junior than I. I'm not sure how helpful my input can be.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
